inst,cell,x_um,y_um,ir_orig_mV,ir_comp_mV,delta_mV
u0/g29309,AOI22xp5_ASAP7_75t_L,194.688,89.496,39.45,,
u1/g30388,NAND2xp5_ASAP7_75t_SL,230.544,189.936,39.45,43.34,3.89
u1/u5_u5_g1934,NAND2xp5_ASAP7_75t_SL,96.624,296.856,39.45,43.89,4.44
u0/g16598,INVx1_ASAP7_75t_SL,141.552,105.696,39.45,,
u1/u1_u0_g2068,NOR2xp33_ASAP7_75t_SL,86.04,158.616,39.45,36.0,-3.45
u2/u6_u6_g1928,NOR2xp33_ASAP7_75t_SL,299.88,207.216,39.45,,
u1/g30356,NOR2xp33_ASAP7_75t_SL,232.92,189.936,39.45,43.59,4.14
u2/g16449,OAI21xp5_ASAP7_75t_SL,346.752,249.336,39.45,,
u0/g28095,XNOR2xp5_ASAP7_75t_SL,238.968,116.496,39.45,,
u1/g16213,AOI22xp5_ASAP7_75t_SL,109.152,131.616,39.45,39.36,-0.09
u2/uk_K_r5_reg\[49\],,,,39.45,37.25,-2.2
u1/u5_u5_g1939,INVx1_ASAP7_75t_SL,97.488,296.856,39.45,43.89,4.44
u1/u6_u7_g2525,AO32x1_ASAP7_75t_SL,129.24,317.376,39.45,43.33,3.88
u2/u6_u6_g1916,INVx1_ASAP7_75t_SL,301.392,213.696,39.45,,
u2/g11203,XNOR2xp5_ASAP7_75t_SL,284.328,181.296,39.45,,
u1/g15726,OAI22xp5_ASAP7_75t_SL,265.536,208.296,39.45,43.55,4.1
u0/FE_PHC6990_uk_K_r12_28,HB2xp67_ASAP7_75t_L,238.752,144.576,39.45,,
u0/u6_u5_g1862,AOI22xp5_ASAP7_75t_SL,151.92,97.056,39.45,,
u1/u12_u0_g2004,AOI31xp33_ASAP7_75t_SL,254.736,203.976,39.45,43.53,4.08
u0/g29741,INVx1_ASAP7_75t_SL,217.584,108.936,39.45,,
u1/u13_u6_g1887,AOI33xp33_ASAP7_75t_SL,230.112,326.016,39.45,43.68,4.23
u2/u7_u7_g2522,INVx1_ASAP7_75t_SL,274.176,207.216,39.45,,
u2/u5_u6_g1905,INVx1_ASAP7_75t_SL,323.856,228.816,39.45,,
u0/g28302,AOI22xp5_ASAP7_75t_L,235.944,106.776,39.45,,
u2/FE_PHC7551_uk_K_r5_35,HB1xp67_ASAP7_75t_SL,303.336,214.776,39.45,,
u2/FE_PHC5089_L7_22,HB1xp67_ASAP7_75t_SL,272.016,185.616,39.45,,
u1/g30087,AOI22xp5_ASAP7_75t_SL,249.12,196.416,39.45,43.54,4.09
u1/u1_u0_g2091,INVx1_ASAP7_75t_SL,86.904,155.376,39.45,39.1,-0.35
u1/u7_u6_g1900,OAI22xp5_ASAP7_75t_SL,157.968,320.616,39.44,44.01,4.57
u1/FE_PHC7962_R13_13,HB1xp67_ASAP7_75t_SL,278.496,212.616,39.44,42.51,3.07
u0/g16476,OAI211xp5_ASAP7_75t_SL,132.048,117.576,39.44,38.8,-0.64
u0/g16555,OAI22xp5_ASAP7_75t_SL,134.64,115.416,39.44,38.26,-1.18
u0/g29630,NAND2xp5_ASAP7_75t_SL,173.952,98.136,39.44,,
u0/u13_u7_g2192,INVx1_ASAP7_75t_SL,225.36,182.376,39.44,,
u0/u11_u4_g2298,NAND2xp5_ASAP7_75t_SL,235.728,111.096,39.44,,
u0/g28191,AOI22xp5_ASAP7_75t_L,245.88,138.096,39.44,,
u0/g27972,XNOR2xp5_ASAP7_75t_SL,237.24,160.776,39.44,,
u2/u5_u6_g1869,NAND3xp33_ASAP7_75t_SL,321.696,229.896,39.44,,
u0/g28981,XNOR2xp5_ASAP7_75t_SL,210.672,101.376,39.44,,
u0/u11_u4_g2268,AND4x1_ASAP7_75t_SL,237.672,113.256,39.44,,
u1/g16164,AOI31xp33_ASAP7_75t_SL,112.608,128.376,39.44,39.32,-0.12
u2/u8_u6_g1930,INVx1_ASAP7_75t_SL,283.032,174.816,39.44,,
u2/u5_u4_g2296,OAI22xp5_ASAP7_75t_SL,327.96,233.136,39.44,,
u1/u1_u4_g2292,NAND2xp5_ASAP7_75t_SL,81.072,167.256,39.44,39.62,0.18
u2/uk_K_r7_reg\[36\],,,,39.44,37.49,-1.95
u1/u4_u7_g2947,NAND2xp5_ASAP7_75t_SL,86.688,284.976,39.44,43.74,4.3
u0/g27968,XNOR2xp5_ASAP7_75t_SL,238.752,168.336,39.44,,
u0/u13_u7_g2140,AOI222xp33_ASAP7_75t_SL,232.92,183.456,39.44,,
u0/g16489,AOI221xp5_ASAP7_75t_SL,131.184,120.816,39.44,39.06,-0.38
u0/g29595,OR2x2_ASAP7_75t_SL,170.712,99.216,39.44,,
u2/u5_u6_g1880,AOI221xp5_ASAP7_75t_SL,317.16,225.576,39.44,,
u1/u5_u6_g1893,AOI22xp5_ASAP7_75t_SL,109.8,303.336,39.44,43.78,4.34
u2/FE_PHC7603_uk_K_r7_35,HB1xp67_ASAP7_75t_SL,286.488,181.296,39.44,,
u0/u6_u5_g1886,OAI22xp5_ASAP7_75t_SL,161.424,92.736,39.44,,
u0/g16532,AOI22xp5_ASAP7_75t_SL,130.104,119.736,39.44,38.92,-0.52
u2/g16673,XNOR2xp5_ASAP7_75t_SL,312.84,218.016,39.43,,
u1/u5_u6_g1889,A2O1A1Ixp33_ASAP7_75t_SL,108.072,303.336,39.43,43.68,4.25
u0/u12_u7_g2514,A2O1A1O1Ixp25_ASAP7_75t_SL,244.368,153.216,39.43,,
u2/g23911,XNOR2xp5_ASAP7_75t_SL,280.224,181.296,39.43,,
u0/g16511,O2A1O1Ixp33_ASAP7_75t_SL,135.72,114.336,39.43,37.95,-1.48
u2/L5_reg\[25\],,,,39.43,37.47,-1.96
u1/u6_u5_g1923,INVx1_ASAP7_75t_SL,119.304,313.056,39.43,43.33,3.9
u0/u11_u4_g2293,NAND2xp5_ASAP7_75t_SL,233.136,118.656,39.43,,
u2/g16874,AOI22xp5_ASAP7_75t_L,300.744,192.096,39.43,,
u0/g29705,OAI21xp5_ASAP7_75t_SL,185.616,88.416,39.43,,
u1/u7_u6_g1914,INVx1_ASAP7_75t_SL,162.288,320.616,39.43,44.0,4.57
u1/g16430,AOI22xp5_ASAP7_75t_SL,95.328,143.496,39.43,39.71,0.28
u2/u7_u5_g1887,OAI22xp5_ASAP7_75t_SL,273.096,194.256,39.43,,
u1/FE_PHC5818_L14_7,HB1xp67_ASAP7_75t_SL,254.304,341.136,39.43,41.3,1.87
u0/g29564,OAI331xp33_ASAP7_75t_SL,181.944,88.416,39.43,,
u2/g11595,XNOR2xp5_ASAP7_75t_SL,282.6,171.576,39.43,,
u2/u7_u5_g1853,NAND2xp5_ASAP7_75t_SL,270.504,192.096,39.43,,
u1/R11_reg\[22\],,,,39.43,43.86,4.43
u0/g29629,NAND2xp5_ASAP7_75t_SL,172.008,95.976,39.43,,
u1/u8_u7_g2539,NAND2xp5_ASAP7_75t_SL,164.88,318.456,39.43,43.34,3.91
u2/uk_K_r5_reg\[43\],,,,39.43,37.28,-2.15
u0/u13_u7_g2135,OAI211xp5_ASAP7_75t_SL,234.216,176.976,39.43,,
u1/u7_u5_g1903,OAI21xp5_ASAP7_75t_SL,147.168,319.536,39.43,43.65,4.22
u2/u0_u6_g1879,OAI311xp33_ASAP7_75t_SL,261.216,354.096,39.43,39.11,-0.32
u1/u3_u6_g1936,INVx1_ASAP7_75t_SL,76.104,245.016,39.43,,
u0/u6_u5_g1913,NOR2xp33_ASAP7_75t_SL,153.216,95.976,39.43,,
u0/g16496,OAI22xp5_ASAP7_75t_SL,138.528,107.856,39.43,36.74,-2.69
u0/g18652,INVx1_ASAP7_75t_SL,169.416,99.216,39.43,,
u2/FE_PHC1852_R7_17,HB4xp67_ASAP7_75t_SL,309.6,170.496,39.43,,
u1/u3_u6_g1908,NAND2xp5_ASAP7_75t_SL,77.4,256.896,39.43,43.55,4.12
u0/u11_u0_g2016,NOR4xp25_ASAP7_75t_SL,213.264,94.896,39.43,,
u0/g29488,XNOR2xp5_ASAP7_75t_SL,176.976,89.496,39.43,,
u0/FE_PHC3780_uk_K_r10_29,HB2xp67_ASAP7_75t_SL,246.744,141.336,39.43,,
u0/g29627,NOR2xp33_ASAP7_75t_SL,174.168,97.056,39.43,,
u0/g29592,NOR2xp33_ASAP7_75t_SL,169.416,89.496,39.43,,
u2/u5_u6_g1879,AO332x1_ASAP7_75t_SL,323.208,229.896,39.43,,
u1/u5_u6_g1875,NOR2xp33_ASAP7_75t_SL,111.96,304.416,39.42,43.63,4.21
u1/u13_u6_g1941,NOR2xp33_ASAP7_75t_SL,228.816,324.936,39.42,43.82,4.4
u0/u13_u5_g1880,OAI31xp33_ASAP7_75t_SL,237.888,171.576,39.42,,
u0/g18568,XOR2xp5_ASAP7_75t_SL,166.176,100.296,39.42,,
u0/g29187,AOI22xp5_ASAP7_75t_L,194.04,108.936,39.42,,
u0/g29680,XOR2xp5_ASAP7_75t_SL,193.176,95.976,39.42,,
u0/g29623,NAND2xp5_ASAP7_75t_SL,164.88,90.576,39.42,,
u1/u9_u6_g1937,NOR2xp33_ASAP7_75t_SL,199.224,316.296,39.42,43.56,4.14
u1/u9_u6_g1928,INVx1_ASAP7_75t_SL,200.736,315.216,39.42,43.75,4.33
u1/u12_u0_g2058,INVx1_ASAP7_75t_SL,259.704,205.056,39.42,42.62,3.2
u1/R13_reg\[13\],,,,39.42,43.02,3.6
u2/u8_u7_g2519,NAND2xp5_ASAP7_75t_SL,268.344,180.216,39.42,,
u0/g18841,XNOR2xp5_ASAP7_75t_SL,237.672,170.496,39.42,,
u1/u5_u5_g1907,OR2x2_ASAP7_75t_SL,95.112,297.936,39.42,43.66,4.24
u1/FE_PHC4455_L0_12,HB2xp67_ASAP7_75t_SL,100.512,137.016,39.42,39.21,-0.21
u1/u11_u5_g1876,AOI321xp33_ASAP7_75t_SL,211.536,323.856,39.42,43.93,4.51
u1/u5_u5_g1859,OR5x1_ASAP7_75t_SL,99.432,300.096,39.42,43.85,4.43
u2/uk_K_r8_reg\[50\],,,,39.41,35.86,-3.55
u0/g29495,OAI331xp33_ASAP7_75t_SL,167.04,89.496,39.41,,
u1/FE_PHC2713_desIn_r_8,HB1xp67_ASAP7_75t_L,97.488,140.256,39.41,39.39,-0.02
u2/FE_PHC2496_R4_32,HB1xp67_ASAP7_75t_SL,309.168,216.936,39.41,,
u2/g12008,XNOR2xp5_ASAP7_75t_SL,264.456,358.416,39.41,38.62,-0.79
u1/u7_u6_g1872,NAND3xp33_ASAP7_75t_SL,156.456,320.616,39.41,43.97,4.56
u2/u8_u6_g1920,NOR2xp33_ASAP7_75t_SL,278.928,180.216,39.41,,
u2/FE_PHC3200_uk_K_r4_7,HB2xp67_ASAP7_75t_SL,312.192,215.856,39.41,,
u2/uk_K_r7_reg\[21\],,,,39.41,37.4,-2.01
u2/g16824,XNOR2xp5_ASAP7_75t_SL,298.584,191.016,39.41,,
u1/u7_u5_g1922,NAND2xp5_ASAP7_75t_SL,142.848,319.536,39.41,41.76,2.35
u0/g29325,AOI22xp5_ASAP7_75t_L,196.848,89.496,39.41,,
u2/u4_u0_g2056,OAI22xp5_ASAP7_75t_SL,365.544,261.216,39.41,,
u1/u15_u6_g1882,AOI33xp33_ASAP7_75t_SL,248.472,342.216,39.41,40.51,1.1
u0/g14725,NOR5xp2_ASAP7_75t_SL,220.392,105.696,39.41,,
u1/u1_u0_g2073,NOR2xp33_ASAP7_75t_SL,86.688,154.296,39.41,39.51,0.1
u1/R2_reg\[19\],,,,39.41,43.33,3.92
u2/u4_u0_g2099,NAND2xp5_ASAP7_75t_SL,374.4,265.536,39.41,,
u1/g18288,XNOR2xp5_ASAP7_75t_SL,75.888,269.856,39.41,39.16,-0.25
u2/g11311,XNOR2xp5_ASAP7_75t_SL,273.528,183.456,39.41,,
u1/u8_u7_g2503,OAI211xp5_ASAP7_75t_SL,166.608,321.696,39.41,43.95,4.54
u1/u4_u6_g1880,AOI33xp33_ASAP7_75t_SL,77.832,274.176,39.41,43.53,4.12
u1/u4_u6_g1906,NOR2xp33_ASAP7_75t_SL,78.48,275.256,39.41,43.47,4.06
u0/g28571,OR2x2_ASAP7_75t_SL,180.0,88.416,39.41,,
u2/u4_u0_g2092,NOR2xp33_ASAP7_75t_SL,369.648,265.536,39.41,,
u0/g28006,XNOR2xp5_ASAP7_75t_SL,236.376,126.216,39.41,,
u2/u8_u6_g1922,NAND2xp5_ASAP7_75t_SL,282.168,174.816,39.41,,
u2/u6_u6_g1917,AND2x2_ASAP7_75t_SL,303.12,211.536,39.41,,
u0/g29672,INVx1_ASAP7_75t_SL,175.032,98.136,39.41,,
u1/g16316,NOR2xp33_ASAP7_75t_SL,75.888,162.936,39.41,39.87,0.46
u1/g16369,XOR2xp5_ASAP7_75t_SL,94.032,141.336,39.4,39.66,0.26
u2/L6_reg\[15\],,,,39.4,37.04,-2.36
u1/FE_PHC7911_uk_K_r4_28,HB1xp67_ASAP7_75t_SL,96.408,297.936,39.4,43.7,4.3
u2/FE_PHC2698_uk_K_r6_35,HB2xp67_ASAP7_75t_SL,291.672,187.776,39.4,,
u2/u0_u6_g1929,NOR2xp33_ASAP7_75t_SL,264.456,357.336,39.4,38.82,-0.58
u1/u11_u5_g1936,NOR2xp33_ASAP7_75t_SL,213.912,323.856,39.4,43.87,4.47
u0/FE_PHC5706_L5_25,HB1xp67_ASAP7_75t_SL,142.848,87.336,39.4,,
u2/FE_PHC5050_uk_K_r5_15,HB1xp67_ASAP7_75t_SL,299.88,194.256,39.4,,
u0/FE_PHC489_R10_25,HB3xp67_ASAP7_75t_SL,243.072,125.136,39.4,,
u2/desIn_r_reg\[34\],,,,39.4,37.8,-1.6
u0/u12_u7_g2584,INVx1_ASAP7_75t_SL,245.016,156.456,39.4,,
u0/L10_reg\[30\],,,,39.4,32.17,-7.23
u0/g16560,OAI22xp5_ASAP7_75t_SL,137.88,108.936,39.4,36.94,-2.46
u1/u6_u5_g1899,NOR2xp33_ASAP7_75t_SL,118.224,308.736,39.4,43.52,4.12
u2/u0_u6_g1922,INVx1_ASAP7_75t_SL,261.864,349.776,39.4,40.22,0.82
u1/u6_u7_g2538,NOR3xp33_ASAP7_75t_SL,127.08,316.296,39.4,43.23,3.83
u2/u8_u6_g1929,INVx1_ASAP7_75t_SL,280.224,180.216,39.4,,
u1/u5_u5_g1890,OAI31xp33_ASAP7_75t_SL,94.896,296.856,39.4,43.82,4.42
u2/g16584,INVx1_ASAP7_75t_SL,341.136,245.016,39.4,,
u1/u5_u6_g1938,NOR2xp33_ASAP7_75t_SL,103.536,302.256,39.4,43.49,4.09
u0/uk_K_r10_reg\[46\],,,,39.4,31.6,-7.8
u1/FE_PHC5018_uk_K_r1_35,HB1xp67_ASAP7_75t_SL,75.456,237.456,39.4,41.69,2.29
u0/g28708,NAND2xp5_ASAP7_75t_SL,187.128,87.336,39.4,,
u0/u6_u5_g1925,NAND2xp5_ASAP7_75t_SL,150.624,98.136,39.4,,
u0/g29676,INVx1_ASAP7_75t_SL,175.032,95.976,39.39,,
u0/u12_u7_g2576,NOR2xp33_ASAP7_75t_SL,245.448,155.376,39.39,,
u0/g29541,AOI211xp5_ASAP7_75t_SL,178.704,88.416,39.39,,
u1/u6_u5_g1872,AOI321xp33_ASAP7_75t_SL,116.712,311.976,39.39,43.05,3.66
u0/g29747,OR2x2_ASAP7_75t_SL,221.904,111.096,39.39,,
u1/u6_u5_g1869,NAND2xp5_ASAP7_75t_SL,117.576,310.896,39.39,42.99,3.6
u1/u8_u4_g2272,AOI22xp5_ASAP7_75t_SL,180.0,318.456,39.39,43.73,4.34
u1/u12_u0_g2039,NAND2xp5_ASAP7_75t_SL,256.464,200.736,39.39,43.48,4.09
u1/u15_u6_g1899,XOR2xp5_ASAP7_75t_SL,249.336,344.376,39.39,40.44,1.05
u0/g18772,INVx1_ASAP7_75t_SL,159.696,100.296,39.39,,
u0/g14140,INVx1_ASAP7_75t_SL,150.84,113.256,39.39,38.02,-1.37
u2/g16529,NOR2xp33_ASAP7_75t_SL,340.272,243.936,39.39,,
u0/u13_u6_g1922,XOR2xp5_ASAP7_75t_SL,232.272,173.736,39.39,,
u0/desOut_reg\[24\],,,,39.39,39.11,-0.28
u0/g29663,INVx1_ASAP7_75t_SL,163.584,91.656,39.39,,
u1/g16408,INVx1_ASAP7_75t_SL,74.808,164.016,39.39,35.41,-3.98
u0/g14749,INVx1_ASAP7_75t_SL,205.272,137.016,39.39,,
u1/FE_PHC5229_uk_K_r0_21,HB1xp67_ASAP7_75t_SL,76.752,220.176,39.39,,
u2/u5_u6_g1892,AOI22xp5_ASAP7_75t_SL,319.32,226.656,39.39,,
u1/u6_u5_g1903,OAI22xp5_ASAP7_75t_SL,116.712,314.136,39.39,42.94,3.55
u1/R0_reg\[20\],,,,39.39,39.7,0.31
u1/u8_u4_g2325,INVx1_ASAP7_75t_SL,178.92,318.456,39.39,43.71,4.32
u2/u7_u5_g1881,NAND2xp5_ASAP7_75t_SL,267.912,199.656,39.39,,
u1/u12_u0_g2012,AOI21xp5_ASAP7_75t_SL,251.712,197.496,39.38,43.48,4.1
u0/u12_u7_g2511,OAI321xp33_ASAP7_75t_SL,246.096,151.056,39.38,,
u2/u8_u7_g2493,OAI331xp33_ASAP7_75t_SL,267.912,181.296,39.38,,
u1/FE_PHC6766_R11_6,HB3xp67_ASAP7_75t_L,256.032,203.976,39.38,43.45,4.07
u1/R11_reg\[19\],,,,39.38,43.8,4.42
u1/L14_reg\[19\],,,,39.38,40.16,0.78
u2/u7_u5_g1869,AOI22xp5_ASAP7_75t_SL,271.8,194.256,39.38,,
u1/u4_u6_g1882,AOI221xp5_ASAP7_75t_SL,82.584,281.736,39.38,43.56,4.18
u0/R10_reg\[24\],,,,39.38,24.03,-15.35
u0/u7_u5_g1871,OAI321xp33_ASAP7_75t_SL,169.848,87.336,39.38,,
u0/u11_u0_g2066,NAND2xp5_ASAP7_75t_SL,215.64,95.976,39.38,,
u1/u4_u6_g1920,NAND2xp5_ASAP7_75t_SL,78.48,273.096,39.38,43.66,4.28
u1/g29959,AOI321xp33_ASAP7_75t_SL,265.104,211.536,39.38,43.44,4.06
u2/uk_K_r7_reg\[42\],,,,39.38,37.98,-1.4
u1/u9_u6_g1885,AOI221xp5_ASAP7_75t_SL,192.744,317.376,39.38,43.47,4.09
u0/u11_u0_g2039,AOI21xp5_ASAP7_75t_SL,219.528,97.056,39.38,,
u0/u12_u4_g2295,NOR2xp33_ASAP7_75t_SL,238.536,131.616,39.38,,
u2/u6_u6_g1946,NOR2xp33_ASAP7_75t_SL,301.392,206.136,39.38,,
u2/u4_u2_g2035,NAND2xp5_ASAP7_75t_SL,364.896,260.136,39.38,,
u1/u9_u6_g1934,NAND2xp5_ASAP7_75t_SL,191.448,317.376,39.38,43.52,4.14
u2/u7_u5_g1896,NAND2xp5_ASAP7_75t_SL,269.424,192.096,39.38,,
u0/g16619,AND2x2_ASAP7_75t_SL,135.936,113.256,39.38,37.72,-1.66
u1/g15869,INVx1_ASAP7_75t_SL,268.128,213.696,39.38,43.44,4.06
u0/u5_u6_g1929,NOR2xp33_ASAP7_75t_SL,149.112,99.216,39.38,,
u2/u4_u0_g2057,OA331x1_ASAP7_75t_SL,374.4,264.456,39.38,,
u0/u12_u7_g2540,NOR3xp33_ASAP7_75t_SL,242.64,158.616,39.38,,
u2/FE_PHC5296_L7_29,HB1xp67_ASAP7_75t_SL,269.856,188.856,39.38,,
u1/uk_K_r4_reg\[14\],,,,39.38,43.82,4.44
u2/u5_u4_g2275,OAI22xp5_ASAP7_75t_SL,330.12,235.296,39.38,,
u0/g29689,O2A1O1Ixp33_ASAP7_75t_SL,222.552,110.016,39.37,,
u0/u12_u7_g2567,NOR2xp33_ASAP7_75t_SL,243.936,157.536,39.37,,
u1/u7_u6_g1886,AOI22xp5_ASAP7_75t_SL,154.944,320.616,39.37,43.93,4.56
u2/g16551,NOR2xp33_ASAP7_75t_SL,345.888,248.256,39.37,,
u2/u7_u5_g1857,OAI311xp33_ASAP7_75t_SL,267.696,196.416,39.37,,
u2/u4_u0_g2082,NOR2xp33_ASAP7_75t_SL,372.888,265.536,39.37,,
u1/g15762,AOI22xp5_ASAP7_75t_SL,268.776,210.456,39.37,43.47,4.1
u0/u13_u7_g2168,XNOR2xp5_ASAP7_75t_SL,235.944,175.896,39.37,,
u1/FE_PHC6545_L0_17,HB1xp67_ASAP7_75t_SL,90.36,146.736,39.37,39.64,0.27
u1/u11_u5_g1950,INVx1_ASAP7_75t_SL,216.936,324.936,39.37,43.8,4.43
u1/FE_PHC2918_desIn_r_21,HB2xp67_ASAP7_75t_SL,91.224,145.656,39.37,39.5,0.13
u2/g16857,AOI22xp5_ASAP7_75t_L,300.528,191.016,39.37,,
u1/L1_reg\[19\],,,,39.37,43.13,3.76
u0/g16635,INVx1_ASAP7_75t_SL,128.808,122.976,39.37,39.36,-0.01
u2/u4_u0_g2055,OAI321xp33_ASAP7_75t_SL,368.568,264.456,39.37,,
u2/uk_K_r8_reg\[15\],,,,39.37,36.38,-2.99
u1/FE_PHC7472_R0_25,HB2xp67_ASAP7_75t_L,81.936,161.856,39.37,39.32,-0.05
u1/u6_u5_g1914,NOR2xp33_ASAP7_75t_SL,119.304,309.816,39.37,43.29,3.92
u0/u11_u4_g2296,OAI22xp5_ASAP7_75t_SL,238.752,115.416,39.37,,
u0/g11121__4319,XOR2xp5_ASAP7_75t_SL,228.384,125.136,39.37,,
u0/R10_reg\[28\],,,,39.37,23.4,-15.97
u0/u13_u7_g2128,OAI22xp5_ASAP7_75t_SL,232.704,182.376,39.37,,
u0/g16522,NOR4xp25_ASAP7_75t_SL,130.536,118.656,39.37,38.88,-0.49
u1/g16119,XNOR2xp5_ASAP7_75t_SL,75.024,186.696,39.37,40.49,1.12
u2/u8_u6_g1913,NOR2xp33_ASAP7_75t_SL,280.44,173.736,39.37,,
u0/g29926,XNOR2xp5_ASAP7_75t_SL,210.456,90.576,39.37,,
u1/FE_PHC5969_key_r_13,HB1xp67_ASAP7_75t_SL,100.512,145.656,39.37,35.72,-3.65
u1/u3_u6_g1907,INVx1_ASAP7_75t_SL,76.32,247.176,39.37,41.78,2.41
u2/u5_u6_g1884,AO32x1_ASAP7_75t_SL,321.912,227.736,39.37,,
u0/g18573,NOR2xp33_ASAP7_75t_SL,165.312,100.296,39.37,,
u0/u12_u4_g2307,INVx1_ASAP7_75t_SL,238.536,130.536,39.37,,
u2/u7_u5_g1883,NOR2xp33_ASAP7_75t_SL,267.696,200.736,39.37,,
u2/u8_u6_g1883,OAI32xp33_ASAP7_75t_SL,280.656,172.656,39.37,,
u2/u7_u5_g1905,NAND2xp5_ASAP7_75t_SL,270.72,197.496,39.37,,
u2/u4_u2_g2009,INVx1_ASAP7_75t_SL,365.328,259.056,39.37,,
u1/g29297,XNOR2xp5_ASAP7_75t_SL,122.112,315.216,39.37,42.17,2.8
u1/u9_u6_g1931,NOR2xp33_ASAP7_75t_SL,194.688,317.376,39.37,43.48,4.11
u1/u5_u5_g1943,INVx1_ASAP7_75t_SL,94.248,297.936,39.37,43.24,3.87
u0/L11_reg\[27\],,,,39.37,36.66,-2.71
u0/g18639,OR2x2_ASAP7_75t_SL,160.344,100.296,39.36,,
u0/u13_u6_g1919,INVx1_ASAP7_75t_SL,236.592,168.336,39.36,,
u0/FE_PHC6519_L6_22,HB1xp67_ASAP7_75t_SL,168.984,87.336,39.36,,
u2/u8_u7_g2484,OR5x1_ASAP7_75t_SL,270.072,184.536,39.36,,
u2/u0_u6_g1875,OAI211xp5_ASAP7_75t_SL,256.248,349.776,39.36,39.65,0.29
u2/u8_u7_g2504,AO32x1_ASAP7_75t_SL,270.072,186.696,39.36,,
u2/u7_u5_g1891,INVx1_ASAP7_75t_SL,271.152,198.576,39.36,,
u0/FE_PHC2156_R10_4,HB1xp67_ASAP7_75t_L,222.336,113.256,39.36,,
u1/u7_u5_g1916,INVx1_ASAP7_75t_SL,137.88,318.456,39.36,43.52,4.16
u1/u6_u5_g1874,OAI322xp33_ASAP7_75t_SL,112.824,308.736,39.36,43.06,3.7
u1/g15719,AOI22xp5_ASAP7_75t_L,75.888,212.616,39.36,41.26,1.9
u1/g15918,INVx1_ASAP7_75t_SL,264.456,209.376,39.36,43.44,4.08
u0/R10_reg\[11\],,,,39.36,23.48,-15.88
u1/u13_u5_g1884,O2A1O1Ixp33_ASAP7_75t_SL,239.184,333.576,39.36,41.98,2.62
u2/uk_K_r7_reg\[52\],,,,39.36,36.97,-2.39
u2/u6_u6_g1885,NOR2xp33_ASAP7_75t_SL,306.36,208.296,39.36,,
u0/g29684,XNOR2xp5_ASAP7_75t_SL,197.496,97.056,39.36,,
u1/FE_PHC5966_uk_K_r3_1,HB1xp67_ASAP7_75t_SL,87.12,287.136,39.36,42.0,2.64
u1/FE_PHC5650_L10_4,BUFx2_ASAP7_75t_SL,220.176,323.856,39.36,42.98,3.62
u1/u5_u5_g1940,INVx1_ASAP7_75t_SL,101.16,301.176,39.36,43.59,4.23
u1/u6_u7_g2535,NOR2xp33_ASAP7_75t_SL,133.344,314.136,39.36,43.57,4.21
u0/u11_u0_g2017,NAND4xp25_ASAP7_75t_SL,216.936,95.976,39.36,,
u1/R3_reg\[22\],,,,39.36,43.52,4.16
u1/u9_u6_g1922,NOR2xp33_ASAP7_75t_SL,190.368,317.376,39.36,43.48,4.12
u1/u12_u0_g2015,AOI22xp5_ASAP7_75t_SL,258.624,201.816,39.36,43.44,4.08
u1/g30040,OA222x2_ASAP7_75t_SL,241.344,193.176,39.36,43.49,4.13
u1/g16385,XOR2xp5_ASAP7_75t_SL,98.784,138.096,39.36,39.47,0.11
u2/u5_u4_g2265,AND5x1_ASAP7_75t_SL,335.088,239.616,39.35,,
u2/u8_u6_g1897,NOR2xp33_ASAP7_75t_SL,275.472,179.136,39.35,,
u0/FE_PHC6211_uk_K_r10_18,HB2xp67_ASAP7_75t_SL,202.464,100.296,39.35,,
u2/u8_u6_g1915,NOR2xp33_ASAP7_75t_SL,276.984,172.656,39.35,,
u1/g30338,NAND2xp5_ASAP7_75t_SL,228.6,188.856,39.35,43.24,3.89
u0/u14_u5_g1884,INVx1_ASAP7_75t_SL,212.832,179.136,39.35,41.93,2.58
u2/u6_u6_g1908,AOI22xp5_ASAP7_75t_SL,300.096,208.296,39.35,,
u0/uk_K_r11_reg\[23\],,,,39.35,33.94,-5.41
u1/u13_u5_g1867,OR5x1_ASAP7_75t_SL,238.752,331.416,39.35,42.52,3.17
u0/FE_PHC6525_L10_7,HB1xp67_ASAP7_75t_SL,194.688,87.336,39.35,,
u1/g18235,XNOR2xp5_ASAP7_75t_SL,83.232,282.816,39.35,43.16,3.81
u1/u6_u5_g1947,INVx1_ASAP7_75t_SL,123.408,309.816,39.35,43.36,4.01
u2/u7_u5_g1856,AOI321xp33_ASAP7_75t_SL,270.504,193.176,39.35,,
u1/u6_u7_g2534,INVx1_ASAP7_75t_SL,124.92,311.976,39.35,43.39,4.04
u2/u5_u6_g1910,NAND2xp5_ASAP7_75t_SL,324.72,228.816,39.35,,
u2/g16015,XNOR2xp5_ASAP7_75t_SL,359.28,256.896,39.35,,
u1/u6_u7_g2571,INVx1_ASAP7_75t_SL,127.296,317.376,39.35,42.39,3.04
u2/FE_PHC1761_uk_K_r5_37,HB3xp67_ASAP7_75t_SL,291.024,213.696,39.35,,
u1/g11878,AOI22xp5_ASAP7_75t_L,76.104,200.736,39.35,,
u1/R4_reg\[29\],,,,39.35,43.86,4.51
u2/uk_K_r7_reg\[49\],,,,39.35,37.4,-1.95
u2/u4_u2_g2021,NOR2xp33_ASAP7_75t_SL,362.736,257.976,39.35,,
